signal_mode,z_window,entry_z,max_hold,cost_bps,Sharpe,CAGR,MaxDD,AvgTurnover,TotalCost,HitRate,AvgWin,AvgLoss,Payoff,AvgHoldDays,SharpeRank,CAGRank,TurnoverRank
return_z,40,4.0,5,5.0,0.2458240832018794,0.0031103315311482582,-0.04105899294940285,0.005362193966484728,0.013485917825709091,0.0625,0.026615810741058264,-0.005331688799409691,4.992003798872337,1.4375,24.0,47.0,49.0
return_z,40,4.0,10,5.0,0.2458240832018794,0.0031103315311482582,-0.04105899294940285,0.005362193966484728,0.013485917825709091,0.0625,0.026615810741058264,-0.005331688799409691,4.992003798872337,1.4375,24.0,47.0,49.0
return_z,40,4.0,3,0.0,0.24204663530972265,0.0030016862896009577,-0.03994826405875873,0.005362193966484728,0.0,0.0625,0.0275498981822206,-0.015849427069032238,1.738226754962619,1.375,26.0,49.0,49.0
price_ma_z,60,2.0,5,0.0,0.2316270116894509,0.013557496079784181,-0.1583919541567198,0.14649829207329698,0.0,0.5628140703517588,0.009749330886395501,-0.011621705768512507,0.8388898394597151,10.206030150753769,27.0,9.0,221.0
price_ma_z,40,3.0,10,5.0,0.22581031824728987,0.009493005793002274,-0.1077751064879583,0.03503265435076686,0.08810712569217866,0.5714285714285714,0.01452729124891547,-0.012862215069213185,1.129454854450987,10.35064935064935,28.0,16.0,113.0
return_z,20,4.0,3,0.0,0.22382896054471776,0.0013811864281765285,0.0,0.00027504882095454947,0.0,0.0,,,,1.0,29.0,66.0,13.0
return_z,20,4.0,5,0.0,0.22382896054471776,0.0013811864281765285,0.0,0.00027504882095454947,0.0,0.0,,,,1.0,29.0,66.0,13.0
return_z,20,4.0,10,0.0,0.22382896054471776,0.0013811864281765285,0.0,0.00027504882095454947,0.0,0.0,,,,1.0,29.0,66.0,13.0
return_z,20,4.0,3,5.0,0.22096476620448163,0.0013464830114771065,-0.00034581408487111,0.00027504882095454947,0.000691747784700692,0.0,,-0.000345873892350346,,1.0,32.0,69.0,13.0
return_z,20,4.0,5,5.0,0.22096476620448163,0.0013464830114771065,-0.00034581408487111,0.00027504882095454947,0.000691747784700692,0.0,,-0.000345873892350346,,1.0,32.0,69.0,13.0
return_z,20,4.0,10,5.0,0.22096476620448163,0.0013464830114771065,-0.00034581408487111,0.00027504882095454947,0.000691747784700692,0.0,,-0.000345873892350346,,1.0,32.0,69.0,13.0
return_z,20,4.0,3,10.0,0.21799070508424448,0.0013117807974438733,-0.0006915085823610001,0.00027504882095454947,0.001383495569401384,0.0,,-0.000691747784700692,,1.0,35.0,72.0,13.0
return_z,20,4.0,5,10.0,0.21799070508424448,0.0013117807974438733,-0.0006915085823610001,0.00027504882095454947,0.001383495569401384,0.0,,-0.000691747784700692,,1.0,35.0,72.0,13.0
return_z,20,4.0,10,10.0,0.21799070508424448,0.0013117807974438733,-0.0006915085823610001,0.00027504882095454947,0.001383495569401384,0.0,,-0.000691747784700692,,1.0,35.0,72.0,13.0
price_ma_z,60,4.0,5,5.0,0.21344051581742896,0.0020985067970673565,-0.025548114430417712,0.00326071454020006,0.008200697068603153,0.6666666666666666,0.010775675063023543,-0.005334873812357828,2.0198556595776482,4.555555555555555,38.0,58.0,41.0
return_z,20,4.0,3,20.0,0.2116965369971431,0.00124237997720833,-0.0013825389806023658,0.00027504882095454947,0.002766991138802768,0.0,,-0.001383495569401384,,1.0,39.0,76.0,13.0
return_z,20,4.0,5,20.0,0.2116965369971431,0.00124237997720833,-0.0013825389806023658,0.00027504882095454947,0.002766991138802768,0.0,,-0.001383495569401384,,1.0,39.0,76.0,13.0
return_z,20,4.0,10,20.0,0.2116965369971431,0.00124237997720833,-0.0013825389806023658,0.00027504882095454947,0.002766991138802768,0.0,,-0.001383495569401384,,1.0,39.0,76.0,13.0
return_z,20,3.0,5,5.0,0.19643109345680487,0.0034000183893503344,-0.059261940841282224,0.0211200765863828,0.05311699261475274,0.017543859649122806,0.026615810741058264,-0.004799917476719334,5.545055903596438,2.0,42.0,44.0,73.0
return_z,40,4.0,5,10.0,0.19568698834721843,0.002432822538703361,-0.0421684367856876,0.005362193966484728,0.026971835651418183,0.0625,0.025681723299895928,-0.005749848391866342,4.466504427529768,1.4375,43.0,54.0,49.0
return_z,40,4.0,10,10.0,0.19568698834721843,0.002432822538703361,-0.0421684367856876,0.005362193966484728,0.026971835651418183,0.0625,0.025681723299895928,-0.005749848391866342,4.466504427529768,1.4375,43.0,54.0,49.0
price_ma_z,60,3.0,5,10.0,0.19316161501225537,0.005639974514164869,-0.049557412866495176,0.02907358140380132,0.14624011446112065,0.5151515151515151,0.00867345191727055,-0.007981444351429936,1.0867020473201239,5.803030303030303,45.0,27.0,101.0
return_z,40,4.0,3,5.0,0.1908865600934883,0.002324250677048445,-0.04167615754477272,0.005362193966484728,0.013485917825709091,0.0625,0.026615810741058264,-0.004644111698796002,5.7310875507060866,1.375,46.0,56.0,49.0
price_ma_z,60,3.0,3,0.0,0.19020291751632648,0.004957014629318746,-0.06984903582513313,0.029335127901026353,0.0,0.5633802816901409,0.006819609714113407,-0.008220227656962668,0.8296132417132128,3.7183098591549295,47.0,34.0,105.0
return_z,20,3.0,10,5.0,0.1881835054358795,0.0032798719604858473,-0.05041510337636579,0.021339599579983794,0.053669092943659236,0.017543859649122806,0.026615810741058264,-0.005109845286861221,5.208731232919053,2.1228070175438596,48.0,46.0,81.0
price_ma_z,20,2.5,3,0.0,0.18277332797675008,0.00837872846901,-0.1577317333589794,0.10769505647124288,0.0,0.6103896103896104,0.006763845707523041,-0.009566324439256788,0.707047492531889,3.5974025974025974,49.0,21.0,213.0
return_z,40,3.0,10,0.0,0.1796463939304544,0.004608830152149412,-0.08636495129238286,0.03645758476124364,0.0,0.07446808510638298,0.004668487512340896,-0.011224941918623763,0.41590304396989497,2.4148936170212765,50.0,37.0,129.0
price_ma_z,60,4.0,5,10.0,0.17088321042080545,0.0016868791578219522,-0.027503715570474374,0.00326071454020006,0.016401394137206305,0.6666666666666666,0.010294873852280667,-0.00585906005456163,1.7570862487175722,4.555555555555555,51.0,64.0,41.0
return_z,20,3.0,3,5.0,0.16519328367676442,0.0027398412110128945,-0.0528675698628972,0.02125017502059583,0.05344419017679851,0.017543859649122806,0.026615810741058264,-0.0034962133944787185,7.612753495850802,1.7719298245614035,52.0,52.0,77.0
price_ma_z,20,3.0,5,0.0,0.15885574989531995,0.005004992729862989,-0.13931503658304922,0.0231177417131404,0.0,0.5344827586206896,0.009737968383077436,-0.01243195471987079,0.7833014680718404,5.0344827586206895,53.0,32.0,85.0
price_ma_z,40,2.0,10,0.0,0.15431159468462344,0.01117105300658916,-0.25808692256956245,0.16555907223841615,0.0,0.5214285714285715,0.017313307042328502,-0.018054508366987937,0.9589464686828749,21.242857142857144,54.0,15.0,229.0
price_ma_z,60,4.0,3,0.0,0.15058090179721234,0.0011788234197738223,-0.032090545076274846,0.0031623635635023213,0.0,0.6666666666666666,0.008710713239405938,-0.003187827258564817,2.7324922377781427,2.7777777777777777,55.0,79.0,37.0
price_ma_z,40,3.0,3,5.0,0.15049757635707578,0.003936611174429894,-0.07512503809183846,0.03510105419379098,0.08827915129738431,0.5862068965517241,0.008316525724993811,-0.00864366300771111,0.9621529341871083,3.4482758620689653,56.0,39.0,117.0
return_z,40,4.0,3,10.0,0.13760350609350472,0.0016472726100966728,-0.04340094118181992,0.005362193966484728,0.026971835651418183,0.0625,0.025681723299895928,-0.0050617095125167445,5.073725237765898,1.375,57.0,65.0,49.0
price_ma_z,40,3.0,5,10.0,0.1374694360603979,0.0043513666641132875,-0.10110954313770848,0.034511223267336306,0.17359145303470164,0.4691358024691358,0.010336125307835729,-0.009155349155361744,1.1289711765697623,5.555555555555555,58.0,38.0,109.0
price_ma_z,20,2.5,10,5.0,0.13578064521250435,0.008841801925772774,-0.17922016565009458,0.10690951371758811,0.26887742699973405,0.525,0.01295280414887593,-0.016290624629229526,0.7951078883516415,11.95,59.0,18.0,205.0
price_ma_z,20,3.0,10,0.0,0.13443069118119547,0.005204275784117085,-0.11810282195673061,0.02402786369846767,0.0,0.5087719298245614,0.012803412779204233,-0.012088885485005528,1.0591061347288773,9.350877192982455,60.0,30.0,93.0
price_ma_z,60,2.5,3,5.0,0.1309090268911726,0.004977036685762215,-0.08781753868316755,0.07453661544103848,0.18745958783421182,0.47770700636942676,0.00693897527129722,-0.00779365155536118,0.8903368622534791,4.624203821656051,61.0,33.0,153.0
return_z,40,3.0,3,0.0,0.1291961342914286,0.002953187214633335,-0.06451071215559512,0.03632752910752427,0.0,0.10526315789473684,0.0033870645271110488,-0.008785002219717408,0.38555078785398444,1.9473684210526316,62.0,50.0,125.0
price_ma_z,40,3.0,10,10.0,0.1199262409376511,0.00504680836222815,-0.15071361206157596,0.03503265435076686,0.1762142513843573,0.5714285714285714,0.013898075368281056,-0.013700655897869998,1.0144094904567125,10.35064935064935,63.0,31.0,113.0
price_ma_z,60,2.0,10,0.0,0.11725003326352534,0.00754176037415033,-0.19994686302579323,0.12430452890881225,0.0,0.5153846153846153,0.014570870672338329,-0.014956770706544949,0.9741989737104311,19.884615384615383,64.0,22.0,217.0
price_ma_z,60,2.5,5,5.0,0.11579982685071706,0.004784076486530564,-0.09260483250846774,0.06853113903000606,0.17235581466046523,0.5185185185185185,0.0077725697997057756,-0.00822407842978806,0.9450991823659055,6.940740740740741,65.0,36.0,149.0
return_z,60,4.0,5,0.0,0.1086610374418721,0.0018553774462617412,-0.045498696157519336,0.00830092765642077,0.0,0.045454545454545456,0.0275498981822206,-0.015003695212398815,1.836207533691687,2.0,66.0,62.0,65.0
return_z,60,4.0,10,0.0,0.1086610374418721,0.0018553774462617412,-0.045498696157519336,0.00830092765642077,0.0,0.045454545454545456,0.0275498981822206,-0.015003695212398815,1.836207533691687,2.0,66.0,62.0,65.0
price_ma_z,60,2.5,10,5.0,0.10553837610019555,0.005355030963021701,-0.13253616218836173,0.06405183164258303,0.16109035658109633,0.5196078431372549,0.013303285296982216,-0.0120173370663386,1.1070077525116313,13.627450980392156,68.0,29.0,145.0
price_ma_z,40,2.5,10,5.0,0.1023439974565112,0.006107941671175787,-0.1614693169157546,0.08784680012668585,0.22093470231861495,0.5384615384615384,0.014027464748958544,-0.014862194485541018,0.9438353644615163,13.561538461538461,69.0,24.0,169.0
price_ma_z,60,3.0,10,0.0,0.10032370058573871,0.003716048426809948,-0.12031009297391082,0.02769032047025948,0.0,0.631578947368421,0.011114582647085482,-0.012731066037334496,0.8730284341068851,11.263157894736842,70.0,42.0,97.0
price_ma_z,60,4.0,3,5.0,0.09898098381099678,0.0007799753667132592,-0.03564067088392975,0.0031623635635023213,0.007953344362208339,0.6666666666666666,0.008242247470519872,-0.0025719733129336794,3.204639577351791,2.7777777777777777,71.0,86.0,37.0
return_z,40,4.0,5,20.0,0.08954188018734281,0.0010791770302367443,-0.046890994180440515,0.005362193966484728,0.053943671302836366,0.0625,0.02381354841757126,-0.0065861675767796375,3.615691240764799,1.4375,72.0,80.0,49.0
return_z,40,4.0,10,20.0,0.08954188018734281,0.0010791770302367443,-0.046890994180440515,0.005362193966484728,0.053943671302836366,0.0625,0.02381354841757126,-0.0065861675767796375,3.615691240764799,1.4375,72.0,80.0,49.0
price_ma_z,20,2.5,5,5.0,0.08860283010846931,0.00493523628234982,-0.2348588351755041,0.10753161540998761,0.2704420127561189,0.48,0.009854329716184452,-0.011197997417284944,0.8800082147700409,6.095,74.0,35.0,209.0
price_ma_z,60,4.0,5,20.0,0.08639995347178026,0.0008641310573553884,-0.032049256143744986,0.00326071454020006,0.03280278827441261,0.6666666666666666,0.00933327143079492,-0.006907432538969235,1.351192556444088,4.555555555555555,75.0,83.0,41.0
return_z,40,2.5,5,0.0,0.07722794092455083,0.0029094105927196523,-0.1131369045559909,0.09395794955585883,0.0,0.12626262626262627,0.005043365082643532,-0.010253986394308795,0.4918443314341356,2.8838383838383836,76.0,51.0,177.0
return_z,40,3.0,5,5.0,0.07533088006086415,0.001858501735350071,-0.09214915021767223,0.036251172015861644,0.09117169761989202,0.06382978723404255,0.004474146929822342,-0.0056778779630786615,0.7879963181519964,2.234042553191489,77.0,61.0,121.0
price_ma_z,40,2.5,5,5.0,0.07440597053224725,0.0036553829898515744,-0.14815359902753422,0.09106056587382454,0.2290173231726687,0.49122807017543857,0.008829151887390627,-0.010044523982297276,0.8790015239100776,6.742690058479532,78.0,43.0,173.0
return_z,60,3.0,5,0.0,0.06990711075535525,0.001982113659708906,-0.09975682222699944,0.03903465503297796,0.0,0.06862745098039216,0.007859964875589579,-0.010071983455885253,0.780379049470822,2.323529411764706,79.0,60.0,141.0
price_ma_z,20,3.0,5,5.0,0.06621523319698905,0.0020818379549818467,-0.16333096468326125,0.0231177417131404,0.05814112040854811,0.5,0.009862365971936583,-0.011728872675345003,0.8408622247786898,5.0344827586206895,80.0,59.0,85.0
price_ma_z,60,2.0,3,0.0,0.06228648943216976,0.003335645614538141,-0.19767415524670495,0.1626533239113957,0.0,0.5198412698412699,0.007500210130035934,-0.010780401655788852,0.6957264088586603,6.738095238095238,81.0,45.0,225.0
price_ma_z,20,3.0,10,5.0,0.05601130123959243,0.00216561107297486,-0.14016296145053375,0.02402786369846767,0.060430077201646185,0.5087719298245614,0.01220064428697461,-0.012340064240249847,0.9887018454230986,9.350877192982455,82.0,57.0,93.0
price_ma_z,40,4.0,5,0.0,0.05547782310859882,0.000527145164105125,-0.02592469082437454,0.001685075703610237,0.0,0.3333333333333333,0.0034961992032266783,-0.0058198927957976605,0.600732578055589,5.0,83.0,91.0,25.0
price_ma_z,60,4.0,3,10.0,0.04794495611514574,0.0003812862061158828,-0.03917777543924961,0.0031623635635023213,0.015906688724416678,0.6666666666666666,0.007773781701633801,-0.0030187284534908144,2.5751841616109297,2.7777777777777777,84.0,92.0,37.0
return_z,60,4.0,5,5.0,0.04785903453755249,0.0008080677858575136,-0.05197778350440163,0.00830092765642077,0.020876833055898235,0.045454545454545456,0.026615810741058264,-0.008379591072025658,3.176266062661723,2.0,85.0,84.0,65.0
return_z,60,4.0,10,5.0,0.04785903453755249,0.0008080677858575136,-0.05197778350440163,0.00830092765642077,0.020876833055898235,0.045454545454545456,0.026615810741058264,-0.008379591072025658,3.176266062661723,2.0,85.0,84.0,65.0
price_ma_z,60,3.0,3,5.0,0.04784811933326232,0.0012493227219230185,-0.08322718018530495,0.029335127901026353,0.07377784667108127,0.5492957746478874,0.006446140602605113,-0.008352303277639205,0.7717799974843738,3.7183098591549295,87.0,75.0,105.0
return_z,20,3.0,5,10.0,0.04321807095068397,0.0007333905445996436,-0.072387101269762,0.0211200765863828,0.10623398522950547,0.017543859649122806,0.025681723299895928,-0.00529134075717163,4.853537974300398,2.0,88.0,87.0,73.0
return_z,20,3.0,10,10.0,0.03431505762252709,0.0005858869303927428,-0.0661215019833643,0.021339599579983794,0.10733818588731847,0.017543859649122806,0.025681723299895928,-0.005611213536939655,4.57685723967345,2.1228070175438596,89.0,88.0,81.0
price_ma_z,40,4.0,5,5.0,0.03329538372725723,0.0003147362523112651,-0.026573775656090204,0.001685075703610237,0.004237965394579745,0.3333333333333333,0.003083276266194319,-0.006191463279096521,0.49798829892184077,5.0,90.0,93.0,25.0
return_z,40,4.0,3,20.0,0.025347217465449417,0.00029468787708419875,-0.04934227120254786,0.005362193966484728,0.053943671302836366,0.0625,0.02381354841757126,-0.005896905139958224,4.038312954401699,1.375,91.0,94.0,49.0
price_ma_z,20,3.0,3,0.0,0.022506219660024793,0.0005676383148716102,-0.15518849468301832,0.023257618312050768,0.0,0.5862068965517241,0.007902349526213328,-0.00963014204195257,0.8205849396392785,3.1379310344827585,92.0,89.0,89.0
price_ma_z,40,2.5,3,5.0,0.020416546355639,0.00089743952345267,-0.1483755887917264,0.0957214523720148,0.2407394527156172,0.5125628140703518,0.006974551437484608,-0.008819666451005055,0.7907953748851597,4.241206030150754,93.0,82.0,201.0
price_ma_z,40,4.0,5,10.0,0.01087770839737673,0.00010237243429211951,-0.02911371435503396,0.001685075703610237,0.00847593078915949,0.3333333333333333,0.0026703533291619567,-0.006563033762395379,0.4068778899877745,5.0,94.0,96.0,25.0
price_ma_z,20,2.0,10,0.0,0.007372005631305609,0.0005582742471241797,-0.2200995256659939,0.23113822015112956,0.0,0.47794117647058826,0.016783924560239694,-0.02085628135988949,0.8047419513872834,24.96323529411765,95.0,90.0,273.0
price_ma_z,60,3.0,10,5.0,0.005923027384290975,0.00022020483858842255,-0.14280499814000636,0.02769032047025948,0.0696411559827026,0.5789473684210527,0.011310377481077303,-0.011379710552660549,0.9939073079879843,11.263157894736842,96.0,95.0,97.0
return_z,20,3.0,3,10.0,0.003584093669942539,5.857435058964633e-05,-0.06819667643956173,0.02125017502059583,0.10688838035359702,0.017543859649122806,0.025681723299895928,-0.003994443054365212,6.429362729762888,1.7719298245614035,97.0,97.0,77.0
return_z,40,3.0,10,5.0,0.0001819412070491979,4.586345218493548e-06,-0.12449634908395457,0.03645758476124364,0.09169082567452777,0.06382978723404255,0.004474146929822342,-0.006393316038485611,0.6998163242501205,2.4148936170212765,98.0,98.0,129.0
return_z,40,2.5,10,0.0,-0.006309915203505605,-0.00024222046030830668,-0.14302062612931188,0.09451692671419162,0.0,0.12690355329949238,0.005043365082643532,-0.011736562054864862,0.4297140047543167,3.1472081218274113,99.0,113.0,197.0
price_ma_z,40,2.0,5,5.0,-0.012213650266141282,-0.0007871061436204307,-0.20376561708598184,0.1892963234438104,0.4760802534611831,0.5,0.01202216992758776,-0.013712379265631168,0.8767384342788881,10.276315789473685,100.0,118.0,233.0
price_ma_z,20,2.0,3,0.0,-0.013790581319315945,-0.0008958239129724932,-0.30002832542284585,0.28054783629815466,0.0,0.5027322404371585,0.008394734679704252,-0.01099231825637478,0.7636910143896071,5.797814207650274,101.0,121.0,285.0
return_z,60,4.0,5,10.0,-0.014243465537490105,-0.0002381470483378001,-0.06423814956533347,0.00830092765642077,0.04175366611179647,0.045454545454545456,0.025681723299895928,-0.008900103699461457,2.8855532662445182,2.0,102.0,111.0,65.0
return_z,60,4.0,10,10.0,-0.014243465537490105,-0.0002381470483378001,-0.06423814956533347,0.00830092765642077,0.04175366611179647,0.045454545454545456,0.025681723299895928,-0.008900103699461457,2.8855532662445182,2.0,102.0,111.0,65.0
price_ma_z,40,3.0,3,10.0,-0.018803477424515068,-0.0004937279087504631,-0.0915769218295448,0.03510105419379098,0.17655830259476862,0.5632183908045977,0.008115757007882099,-0.0088057760875442,0.9216401742671908,3.4482758620689653,104.0,116.0,117.0
price_ma_z,20,3.0,10,10.0,-0.022352617363063047,-0.0008638679597442467,-0.17571441792803422,0.02402786369846767,0.12086015440329237,0.5087719298245614,0.011597875794744989,-0.013022988905672937,0.8905694290880372,9.350877192982455,105.0,120.0,93.0
price_ma_z,20,3.0,5,10.0,-0.026510089503601574,-0.0008328145399107978,-0.18804472439766684,0.0231177417131404,0.11628224081709622,0.5,0.009358514515689198,-0.012355189893497766,0.7574561456650986,5.0344827586206895,106.0,119.0,85.0
price_ma_z,40,4.0,5,20.0,-0.03445993919952632,-0.00032221995871251075,-0.03472992375101136,0.001685075703610237,0.01695186157831898,0.3333333333333333,0.0018445074550972362,-0.007306174728993098,0.25245871109236906,5.0,107.0,114.0,25.0
return_z,60,4.0,3,0.0,-0.03611687027776928,-0.0005726161533917695,-0.062324260698544465,0.008295372133630076,0.0,0.043478260869565216,0.0275498981822206,-0.010904534847213153,2.52646248264881,1.7391304347826086,108.0,117.0,61.0
price_ma_z,60,4.0,3,20.0,-0.05094522524542536,-0.0004156156908611264,-0.0462131116565867,0.0031623635635023213,0.031813377448833356,0.6666666666666666,0.006836850163861667,-0.003912238734605084,1.747554438175615,2.7777777777777777,109.0,115.0,37.0
price_ma_z,60,2.5,10,10.0,-0.05364732047244342,-0.0027260645387431337,-0.20458196516468274,0.06405183164258303,0.32218071316219266,0.49019607843137253,0.013112437066954329,-0.012600050982012185,1.040665397757011,13.627450980392156,110.0,141.0,145.0
return_z,60,3.0,3,0.0,-0.055230945772788954,-0.0014356816303798814,-0.10692231381563211,0.038907125961487626,0.0,0.08823529411764706,0.0062223091047655206,-0.009506103345932533,0.6545593792043003,2.019607843137255,111.0,125.0,137.0
price_ma_z,60,3.0,5,20.0,-0.05753569753753221,-0.0017009648232209074,-0.11568880677660609,0.02907358140380132,0.2924802289222413,0.45454545454545453,0.0086145945185095,-0.008557399913557194,1.0066836428740107,5.803030303030303,112.0,130.0,101.0
return_z,60,3.0,10,0.0,-0.06062220119905024,-0.0017645877721510494,-0.1612859840593862,0.038733644344146514,0.0,0.06930693069306931,0.007859964875589579,-0.012489599750169682,0.6293207975285833,2.5643564356435644,113.0,132.0,133.0
price_ma_z,40,2.0,3,5.0,-0.06164793850716178,-0.0036734899144603705,-0.196612304030102,0.2087451167064227,0.5249939685166531,0.5236486486486487,0.008298983952134638,-0.011550906600564927,0.7184703538100424,6.625,114.0,147.0,237.0
price_ma_z,20,2.5,10,10.0,-0.07197448742550724,-0.004656780060651622,-0.2809129074498252,0.10690951371758811,0.5377548539994681,0.5,0.012479016645840387,-0.01685128268973298,0.7405380869578259,11.95,115.0,155.0,205.0
return_z,40,3.0,3,5.0,-0.07220528033549178,-0.0016271083655382546,-0.09876632539957775,0.03632752910752427,0.09136373570542355,0.06315789473684211,0.004511147166128859,-0.00484724132905704,0.9306627955754035,1.9473684210526316,116.0,129.0,125.0
price_ma_z,20,2.0,5,0.0,-0.08066740209019294,-0.005570363729181627,-0.3301227824761297,0.25956422524044986,0.0,0.5274725274725275,0.009588329451864167,-0.015523008578845643,0.6176849934187949,9.652014652014651,117.0,164.0,281.0
price_ma_z,40,2.5,10,10.0,-0.0833457126540314,-0.004966956682407542,-0.2653489830817062,0.08784680012668585,0.4418694046372299,0.5153846153846153,0.013438194460939662,-0.015481366968874638,0.8680237661155643,13.561538461538461,118.0,158.0,169.0
price_ma_z,60,2.0,5,5.0,-0.08568507953500397,-0.004979928115356302,-0.2683620602713017,0.14649829207329698,0.3684432045643419,0.507537688442211,0.009473897015541619,-0.011704083081228287,0.8094523039345496,10.206030150753769,119.0,159.0,221.0
